Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4114,4,DETACHED HOUSE,12/03/2018,28/03/2018,5/04/2018,Public Housing,101,16,8,24,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,4/09/2017,19/09/2017,27/09/2017,Public Housing,101,15,8,23,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,5/04/2018,19/04/2018,24/04/2018,Public Housing,101,14,5,19,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,5/09/2017,18/09/2017,19/09/2017,Public Housing,101,13,1,14,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,18/07/2017,31/07/2017,4/08/2017,Public Housing,101,13,4,17,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,4/09/2017,21/09/2017,21/09/2017,Public Housing,101,17,0,17,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,14/12/2017,8/01/2018,9/01/2018,Public Housing,101,25,1,26,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,31/08/2017,18/09/2017,19/09/2017,Public Housing,101,18,1,19,LOGAN,WOODRIDGE
4114,4,DETACHED HOUSE,23/11/2017,30/11/2017,30/11/2017,Public Housing,101,7,0,7,LOGAN,WOODRIDGE
4114,4,DETACHED HOUSE,26/10/2017,10/11/2017,17/11/2017,Public Housing,101,15,7,22,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,12/04/2018,30/04/2018,9/05/2018,Public Housing,101,18,9,27,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,7/02/2018,27/02/2018,28/02/2018,Public Housing,101,20,1,21,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,13/04/2018,3/05/2018,22/05/2018,Public Housing,101,20,19,39,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,21/08/2017,29/08/2017,29/08/2017,Public Housing,101,8,0,8,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,31/07/2017,9/08/2017,18/08/2017,Public Housing,101,9,9,18,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,18/01/2018,1/02/2018,12/02/2018,Public Housing,101,14,11,25,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,16/08/2017,1/09/2017,8/09/2017,Public Housing,101,16,7,23,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,7/03/2018,16/03/2018,16/03/2018,Public Housing,101,9,0,9,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,8/02/2018,28/02/2018,9/03/2018,Public Housing,101,20,9,29,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,24/07/2017,9/08/2017,10/08/2017,Public Housing,101,16,1,17,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,1/08/2017,15/08/2017,17/08/2017,Public Housing,101,14,2,16,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,31/07/2017,21/08/2017,22/08/2017,Public Housing,101,21,1,22,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,20/12/2017,6/02/2018,7/02/2018,Public Housing,101,48,1,49,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,21/07/2017,2/08/2017,7/08/2017,Public Housing,101,12,5,17,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,6/11/2017,20/11/2017,27/11/2017,Public Housing,101,14,7,21,LOGAN,WOODRIDGE
4114,3,ATTACHED HOUSING,29/08/2017,29/08/2017,29/08/2017,Public Housing,101,0,0,0,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,5/02/2018,21/02/2018,26/02/2018,Public Housing,101,16,5,21,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,8/03/2018,20/03/2018,21/03/2018,Public Housing,101,12,1,13,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,24/07/2017,4/08/2017,9/08/2017,Public Housing,101,11,5,16,LOGAN,WOODRIDGE
4114,3,CLUSTER HOUSING,6/10/2017,20/10/2017,20/10/2017,Public Housing,101,14,0,14,LOGAN,WOODRIDGE
4114,3,CLUSTER HOUSING,1/08/2017,3/08/2017,3/08/2017,Public Housing,101,2,0,2,LOGAN,WOODRIDGE
4114,3,CLUSTER HOUSING,9/01/2018,25/01/2018,2/02/2018,Public Housing,101,16,8,24,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,22/11/2017,4/12/2017,13/12/2017,Public Housing,101,12,9,21,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,20/11/2017,20/11/2017,20/11/2017,Public Housing,101,0,0,0,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,20/11/2017,20/11/2017,20/11/2017,Public Housing,101,0,0,0,LOGAN,WOODRIDGE
4114,3,CLUSTER HOUSING,28/03/2018,16/04/2018,24/04/2018,Public Housing,101,19,8,27,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,13/11/2017,22/11/2017,24/11/2017,Public Housing,101,9,2,11,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,7/11/2017,24/11/2017,28/11/2017,Public Housing,101,17,4,21,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,12/11/2017,15/11/2017,15/11/2017,Public Housing,101,3,0,3,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,10/05/2018,23/05/2018,5/06/2018,Public Housing,101,13,13,26,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,25/10/2017,24/11/2017,24/11/2017,Public Housing,101,30,0,30,LOGAN,WOODRIDGE
4114,2,APARTMENT,9/02/2018,23/02/2018,28/02/2018,Public Housing,101,14,5,19,LOGAN,WOODRIDGE
4114,2,APARTMENT,14/05/2018,4/06/2018,12/06/2018,Public Housing,101,21,8,29,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,9/03/2018,17/04/2018,17/04/2018,Public Housing,101,39,0,39,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,18/04/2018,3/05/2018,15/05/2018,Public Housing,101,15,12,27,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,16/04/2018,8/05/2018,24/05/2018,Public Housing,101,22,16,38,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,11/07/2017,24/07/2017,26/07/2017,Public Housing,101,13,2,15,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,10/08/2017,25/08/2017,30/08/2017,Public Housing,101,15,5,20,LOGAN,WOODRIDGE
4114,1,APARTMENT,30/01/2018,12/02/2018,19/02/2018,Public Housing,101,13,7,20,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,16/11/2017,4/12/2017,18/12/2017,Public Housing,101,18,14,32,LOGAN,WOODRIDGE
4114,2,DUPLEX,6/03/2018,28/03/2018,12/04/2018,Aboriginal and Torres Strait Islander Housing,101,22,15,37,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,25/08/2017,1/09/2017,14/09/2017,Public Housing,101,7,13,20,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,22/12/2017,19/01/2018,29/01/2018,Public Housing,101,28,10,38,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,9/08/2017,21/08/2017,25/08/2017,Public Housing,101,12,4,16,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,10/10/2017,27/10/2017,9/11/2017,Public Housing,101,17,13,30,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,22/01/2018,6/02/2018,9/02/2018,Public Housing,101,15,3,18,LOGAN,WOODRIDGE
4114,1,SENIOR UNIT,9/05/2018,23/05/2018,7/06/2018,Public Housing,101,14,15,29,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,6/04/2018,3/05/2018,15/05/2018,Public Housing,101,27,12,39,LOGAN,WOODRIDGE
4114,2,APARTMENT,5/03/2018,16/03/2018,27/03/2018,Public Housing,101,11,11,22,LOGAN,WOODRIDGE
4114,2,APARTMENT,24/10/2017,2/11/2017,8/11/2017,Public Housing,101,9,6,15,LOGAN,WOODRIDGE
4114,2,APARTMENT,26/07/2017,22/08/2017,22/08/2017,Public Housing,101,27,0,27,LOGAN,WOODRIDGE
4114,2,APARTMENT,19/10/2017,19/10/2017,19/10/2017,Public Housing,101,0,0,0,LOGAN,WOODRIDGE
4114,1,APARTMENT,3/05/2018,23/05/2018,6/06/2018,Public Housing,101,20,14,34,LOGAN,WOODRIDGE
4114,2,APARTMENT,1/08/2017,18/08/2017,28/08/2017,Public Housing,101,17,10,27,LOGAN,WOODRIDGE
4114,2,APARTMENT,12/09/2017,5/10/2017,5/10/2017,Public Housing,101,23,0,23,LOGAN,WOODRIDGE
4114,2,APARTMENT,12/09/2017,27/09/2017,27/09/2017,Public Housing,101,15,0,15,LOGAN,WOODRIDGE
4114,2,APARTMENT,12/03/2018,28/03/2018,13/04/2018,Public Housing,101,16,16,32,LOGAN,WOODRIDGE
4114,2,APARTMENT,10/04/2018,24/04/2018,27/04/2018,Public Housing,101,14,3,17,LOGAN,WOODRIDGE
4114,2,APARTMENT,8/02/2018,23/02/2018,6/03/2018,Public Housing,101,15,11,26,LOGAN,WOODRIDGE
4114,2,APARTMENT,3/04/2018,20/04/2018,23/04/2018,Public Housing,101,17,3,20,LOGAN,WOODRIDGE
4114,2,APARTMENT,18/09/2017,26/09/2017,29/09/2017,Public Housing,101,8,3,11,LOGAN,WOODRIDGE
4114,2,APARTMENT,21/07/2017,4/08/2017,8/08/2017,Public Housing,101,14,4,18,LOGAN,WOODRIDGE
4114,2,APARTMENT,1/11/2017,14/11/2017,14/11/2017,Public Housing,101,13,0,13,LOGAN,WOODRIDGE
4114,2,APARTMENT,19/04/2018,2/05/2018,16/05/2018,Public Housing,101,13,14,27,LOGAN,WOODRIDGE
4114,2,APARTMENT,22/02/2018,12/03/2018,14/03/2018,Public Housing,101,18,2,20,LOGAN,WOODRIDGE
4114,2,APARTMENT,28/08/2017,8/09/2017,18/09/2017,Public Housing,101,11,10,21,LOGAN,WOODRIDGE
4114,2,APARTMENT,5/02/2018,21/02/2018,26/02/2018,Public Housing,101,16,5,21,LOGAN,WOODRIDGE
4114,2,APARTMENT,22/01/2018,5/02/2018,5/02/2018,Public Housing,101,14,0,14,LOGAN,WOODRIDGE
4114,2,APARTMENT,13/06/2018,22/06/2018,29/06/2018,Public Housing,101,9,7,16,LOGAN,WOODRIDGE
4114,2,APARTMENT,13/02/2018,13/02/2018,13/02/2018,Public Housing,101,0,0,0,LOGAN,WOODRIDGE
4114,3,DETACHED HOUSE,8/05/2018,11/06/2018,14/06/2018,Aboriginal and Torres Strait Islander Housing,101,34,3,37,LOGAN,WOODRIDGE
4160,1,SENIOR UNIT,18/09/2017,28/09/2017,29/09/2017,Public Housing,106,10,1,11,REDLAND,OODGEROO
4160,1,SENIOR UNIT,18/09/2017,3/10/2017,2/11/2017,Public Housing,106,15,30,45,REDLAND,OODGEROO
4160,1,SENIOR UNIT,20/04/2018,8/05/2018,10/05/2018,Public Housing,106,18,2,20,REDLAND,OODGEROO
4160,1,SENIOR UNIT,29/01/2018,8/02/2018,16/02/2018,Public Housing,106,10,8,18,REDLAND,OODGEROO
4133,3,DETACHED HOUSE,14/03/2018,29/03/2018,3/04/2018,Public Housing,101,15,5,20,LOGAN,WATERFORD
4133,2,DUPLEX,15/08/2017,1/09/2017,5/09/2017,Public Housing,101,17,4,21,LOGAN,WATERFORD
4133,3,DETACHED HOUSE,14/12/2017,17/01/2018,17/01/2018,Public Housing,101,34,0,34,LOGAN,WATERFORD
4133,3,DETACHED HOUSE,12/02/2018,28/02/2018,2/03/2018,Public Housing,101,16,2,18,LOGAN,WATERFORD
4133,3,DETACHED HOUSE,14/07/2017,20/07/2017,20/07/2017,Public Housing,101,6,0,6,LOGAN,WATERFORD
4133,4,DETACHED HOUSE,15/09/2017,3/10/2017,9/10/2017,Public Housing,101,18,6,24,LOGAN,WATERFORD
4133,3,DETACHED HOUSE,4/07/2017,24/07/2017,31/07/2017,Public Housing,101,20,7,27,LOGAN,WATERFORD
4133,3,DETACHED HOUSE,6/07/2017,24/07/2017,28/07/2017,Public Housing,101,18,4,22,LOGAN,WATERFORD
4133,2,ATTACHED HOUSING,11/08/2017,29/08/2017,1/09/2017,Public Housing,101,18,3,21,LOGAN,WATERFORD
4133,2,ATTACHED HOUSING,12/07/2017,24/07/2017,2/08/2017,Public Housing,101,12,9,21,LOGAN,WATERFORD
4133,2,ATTACHED HOUSING,3/01/2018,23/01/2018,30/01/2018,Public Housing,101,20,7,27,LOGAN,WATERFORD
4875,2,DUPLEX,9/03/2018,23/03/2018,28/03/2018,Public Housing,210,14,5,19,TORRES,COOK
4735,3,DETACHED HOUSE,1/11/2017,14/12/2017,30/01/2018,Public Housing,211,43,47,90,WINTON,GREGORY
4735,3,DETACHED HOUSE,12/02/2018,12/03/2018,15/03/2018,Public Housing,211,28,3,31,WINTON,GREGORY
4735,1,CLUSTER HOUSING,1/11/2017,14/12/2017,1/03/2018,Public Housing,211,43,77,120,WINTON,GREGORY
4735,1,CLUSTER HOUSING,8/06/2018,21/06/2018,28/06/2018,Public Housing,211,13,7,20,WINTON,GREGORY
4735,2,DUAL OCCUPANCY,1/11/2017,3/11/2017,8/11/2017,Public Housing,211,2,5,7,WINTON,GREGORY
4873,3,DETACHED HOUSE,1/11/2017,14/12/2017,8/02/2018,Public Housing,202,43,56,99,DOUGLAS,COOK
4606,3,DETACHED HOUSE,2/05/2018,11/05/2018,17/05/2018,Public Housing,213,9,6,15,SOUTH BURNETT,NANANGO
4606,3,DETACHED HOUSE,23/08/2017,1/09/2017,6/09/2017,Public Housing,213,9,5,14,SOUTH BURNETT,NANANGO
4606,2,DUPLEX,5/03/2018,20/03/2018,23/03/2018,Public Housing,213,15,3,18,SOUTH BURNETT,NANANGO
4213,3,DETACHED HOUSE,16/05/2018,23/05/2018,4/06/2018,Public Housing,204,7,12,19,GOLD COAST,GAVEN
4213,3,DETACHED HOUSE,2/11/2017,14/11/2017,20/11/2017,Public Housing,204,12,6,18,GOLD COAST,GAVEN
4575,3,DETACHED HOUSE,10/11/2017,23/11/2017,8/12/2017,Public Housing,205,13,15,28,SUNSHINE COAST,KAWANA
4575,3,DETACHED HOUSE,4/10/2017,24/10/2017,6/11/2017,Public Housing,205,20,13,33,SUNSHINE COAST,KAWANA
4305,4,DETACHED HOUSE,30/04/2018,16/05/2018,17/05/2018,Aboriginal and Torres Strait Islander Housing,102,16,1,17,IPSWICH,IPSWICH WEST
4614,3,DETACHED HOUSE,5/07/2017,12/07/2017,19/07/2017,Public Housing,207,7,7,14,TOOWOOMBA,NANANGO
4561,1,SENIOR UNIT,21/05/2018,8/06/2018,13/06/2018,Public Housing,205,18,5,23,SUNSHINE COAST,NICKLIN
4703,1,SENIOR UNIT,1/11/2017,14/12/2017,5/06/2018,Public Housing,206,43,173,216,LIVINGSTONE,KEPPEL
4703,1,SENIOR UNIT,8/11/2017,21/11/2017,24/11/2017,Public Housing,206,13,3,16,LIVINGSTONE,KEPPEL
4703,4,DETACHED HOUSE,23/08/2017,21/09/2017,21/09/2017,Public Housing,206,29,0,29,LIVINGSTONE,KEPPEL
4703,3,CLUSTER HOUSING,20/12/2017,25/01/2018,25/01/2018,Public Housing,206,36,0,36,LIVINGSTONE,KEPPEL
4703,3,CLUSTER HOUSING,29/11/2017,11/12/2017,18/12/2017,Public Housing,206,12,7,19,LIVINGSTONE,KEPPEL
4703,2,APARTMENT,4/09/2017,19/09/2017,19/09/2017,Public Housing,206,15,0,15,LIVINGSTONE,KEPPEL
4703,2,APARTMENT,5/01/2018,19/01/2018,29/01/2018,Public Housing,206,14,10,24,LIVINGSTONE,KEPPEL
4703,2,ATTACHED HOUSING,1/11/2017,2/11/2017,11/12/2017,Public Housing,206,1,39,40,LIVINGSTONE,KEPPEL
4703,2,ATTACHED HOUSING,7/06/2017,19/06/2017,12/07/2017,Public Housing,206,12,23,35,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,4/05/2018,8/05/2018,8/05/2018,Public Housing,206,4,0,4,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,1/08/2017,16/08/2017,17/08/2017,Public Housing,206,15,1,16,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,16/05/2018,6/06/2018,25/06/2018,Public Housing,206,21,19,40,LIVINGSTONE,KEPPEL
4703,3,DETACHED HOUSE,13/10/2017,2/11/2017,14/11/2017,Public Housing,206,20,12,32,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,30/01/2018,30/01/2018,31/01/2018,Public Housing,206,0,1,1,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,8/11/2017,7/12/2017,8/12/2017,Public Housing,206,29,1,30,LIVINGSTONE,KEPPEL
4703,1,APARTMENT,26/09/2017,9/10/2017,11/10/2017,Public Housing,206,13,2,15,LIVINGSTONE,KEPPEL
4703,2,DUAL OCCUPANCY,28/09/2017,9/10/2017,12/10/2017,Public Housing,206,11,3,14,LIVINGSTONE,KEPPEL
4703,2,CLUSTER HOUSING,25/09/2017,9/10/2017,1/12/2017,Public Housing,206,14,53,67,LIVINGSTONE,KEPPEL
4703,2,APARTMENT,1/11/2017,2/11/2017,18/12/2017,Public Housing,206,1,46,47,LIVINGSTONE,KEPPEL
4703,2,APARTMENT,15/01/2018,15/02/2018,26/02/2018,Public Housing,206,31,11,42,LIVINGSTONE,KEPPEL
4872,3,DETACHED HOUSE,12/10/2017,25/10/2017,3/11/2017,Public Housing,202,13,9,22,TABLELANDS,HILL
4700,2,DETACHED HOUSE,1/09/2017,15/09/2017,26/09/2017,Public Housing,206,14,11,25,ROCKHAMPTON,ROCKHAMPTON
4701,3,DETACHED HOUSE,23/04/2018,10/05/2018,15/05/2018,Public Housing,206,17,5,22,ROCKHAMPTON,ROCKHAMPTON
4560,2,DUPLEX,7/08/2017,24/08/2017,6/09/2017,Public Housing,205,17,13,30,SUNSHINE COAST,NICKLIN
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,27/09/2017,Public Housing,101,1,0,1,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,28/09/2017,Public Housing,101,1,1,2,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,28/09/2017,Public Housing,101,1,1,2,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,27/09/2017,Public Housing,101,1,0,1,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,27/09/2017,Public Housing,101,1,0,1,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,7/02/2018,21/02/2018,1/03/2018,Public Housing,101,14,8,22,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,27/09/2017,Public Housing,101,1,0,1,LOGAN,WOODRIDGE
4114,2,ATTACHED HOUSING,26/09/2017,27/09/2017,27/09/2017,Public Housing,101,1,0,1,LOGAN,WOODRIDGE
4814,1,APARTMENT,9/03/2018,15/03/2018,25/04/2018,Public Housing,201,6,41,47,TOWNSVILLE,MUNDINGBURRA
4814,2,APARTMENT,16/03/2018,22/03/2018,9/05/2018,Public Housing,201,6,48,54,TOWNSVILLE,MUNDINGBURRA
4558,2,APARTMENT,30/08/2017,13/09/2017,29/09/2017,Public Housing,205,14,16,30,SUNSHINE COAST,MAROOCHYDORE
4151,1,APARTMENT,26/09/2017,17/10/2017,6/11/2017,Public Housing,107,21,20,41,BRISBANE,GREENSLOPES
4565,1,APARTMENT,25/01/2018,9/02/2018,22/02/2018,Public Housing,205,15,13,28,NOOSA,NOOSA
4164,3,DETACHED HOUSE,20/12/2017,23/01/2018,14/02/2018,Public Housing,106,34,22,56,REDLAND,REDLANDS
4215,1,SENIOR UNIT,30/06/2017,10/07/2017,14/07/2017,Public Housing,204,10,4,14,GOLD COAST,BONNEY
4215,1,SENIOR UNIT,27/07/2017,3/08/2017,17/08/2017,Public Housing,204,7,14,21,GOLD COAST,BONNEY
4215,2,SENIOR UNIT,23/01/2018,1/02/2018,2/02/2018,Public Housing,204,9,1,10,GOLD COAST,BONNEY
4655,2,DUPLEX,3/10/2017,12/10/2017,17/11/2017,Public Housing,213,9,36,45,FRASER COAST,HERVEY BAY
4700,2,APARTMENT,4/01/2018,5/01/2018,9/05/2018,Aboriginal and Torres Strait Islander Housing,206,1,124,125,ROCKHAMPTON,ROCKHAMPTON
4700,2,APARTMENT,19/10/2017,1/11/2017,6/02/2018,Aboriginal and Torres Strait Islander Housing,206,13,97,110,ROCKHAMPTON,ROCKHAMPTON
4700,2,APARTMENT,26/07/2017,8/08/2017,18/08/2017,Aboriginal and Torres Strait Islander Housing,206,13,10,23,ROCKHAMPTON,ROCKHAMPTON
4869,1,SENIOR UNIT,21/08/2017,25/08/2017,7/09/2017,Public Housing,202,4,13,17,CAIRNS,MULGRAVE
4868,3,DETACHED HOUSE,18/05/2018,24/05/2018,29/05/2018,Public Housing,202,6,5,11,CAIRNS,MULGRAVE
4701,2,DETACHED HOUSE,28/08/2017,13/09/2017,19/09/2017,Aboriginal and Torres Strait Islander Housing,206,16,6,22,ROCKHAMPTON,ROCKHAMPTON
4701,2,DETACHED HOUSE,23/02/2018,13/03/2018,15/03/2018,Aboriginal and Torres Strait Islander Housing,206,18,2,20,ROCKHAMPTON,ROCKHAMPTON
4556,3,DETACHED HOUSE,16/05/2017,29/05/2017,5/07/2017,Public Housing,205,13,37,50,SUNSHINE COAST,BUDERIM
4160,2,APARTMENT,14/03/2018,29/03/2018,12/04/2018,Public Housing,106,15,14,29,REDLAND,OODGEROO
4151,2,APARTMENT,8/02/2018,5/03/2018,19/03/2018,Public Housing,107,25,14,39,BRISBANE,GREENSLOPES
4558,3,DETACHED HOUSE,4/05/2018,24/05/2018,6/06/2018,Public Housing,205,20,13,33,SUNSHINE COAST,NINDERRY
4034,3,DETACHED HOUSE,22/11/2017,15/12/2017,18/01/2018,Public Housing,105,23,34,57,BRISBANE,NUDGEE
4700,1,APARTMENT,9/06/2017,22/06/2017,3/07/2017,Public Housing,206,13,11,24,ROCKHAMPTON,ROCKHAMPTON
4170,3,DETACHED HOUSE,9/08/2017,1/09/2017,4/09/2017,Aboriginal and Torres Strait Islander Housing,109,23,3,26,BRISBANE,BULIMBA
4700,1,APARTMENT,11/08/2017,25/08/2017,7/09/2017,Public Housing,206,14,13,27,ROCKHAMPTON,ROCKHAMPTON
4700,1,APARTMENT,27/04/2018,9/05/2018,31/05/2018,Public Housing,206,12,22,34,ROCKHAMPTON,ROCKHAMPTON
4700,1,APARTMENT,5/09/2017,5/09/2017,5/09/2017,Public Housing,206,0,0,0,ROCKHAMPTON,ROCKHAMPTON
4700,1,APARTMENT,1/11/2017,14/12/2017,29/01/2018,Public Housing,206,43,46,89,ROCKHAMPTON,ROCKHAMPTON
4700,1,APARTMENT,15/03/2018,27/03/2018,27/04/2018,Public Housing,206,12,31,43,ROCKHAMPTON,ROCKHAMPTON
4870,1,APARTMENT,1/03/2018,13/03/2018,15/03/2018,Public Housing,202,12,2,14,CAIRNS,CAIRNS
4870,1,APARTMENT,5/06/2018,15/06/2018,21/06/2018,Public Housing,202,10,6,16,CAIRNS,CAIRNS
4655,2,APARTMENT,10/05/2018,17/05/2018,24/05/2018,Public Housing,213,7,7,14,FRASER COAST,HERVEY BAY
4655,2,APARTMENT,10/07/2017,11/07/2017,11/07/2017,Public Housing,213,1,0,1,FRASER COAST,HERVEY BAY
4730,2,SENIOR UNIT,1/11/2017,14/12/2017,31/05/2018,Public Housing,211,43,168,211,LONGREACH,GREGORY
4163,2,APARTMENT,16/11/2017,20/11/2017,13/12/2017,Public Housing,106,4,23,27,REDLAND,OODGEROO
4163,1,APARTMENT,12/09/2017,26/09/2017,18/10/2017,Public Housing,106,14,22,36,REDLAND,OODGEROO
4163,1,APARTMENT,27/04/2018,15/05/2018,17/05/2018,Public Housing,106,18,2,20,REDLAND,OODGEROO
4670,5,DETACHED HOUSE,29/05/2017,3/07/2017,7/07/2017,Public Housing,208,35,4,39,BUNDABERG,BUNDABERG
4680,2,APARTMENT,5/04/2017,20/04/2017,28/07/2017,Public Housing,212,15,99,114,GLADSTONE,GLADSTONE
4011,1,SENIOR UNIT,26/10/2017,6/11/2017,8/11/2017,Public Housing,108,11,2,13,BRISBANE,CLAYFIELD
4817,1,APARTMENT,11/08/2017,18/08/2017,24/08/2017,Public Housing,201,7,6,13,TOWNSVILLE,THURINGOWA
4817,1,APARTMENT,17/08/2017,28/08/2017,31/08/2017,Public Housing,201,11,3,14,TOWNSVILLE,THURINGOWA
4817,1,APARTMENT,9/03/2018,23/03/2018,25/04/2018,Public Housing,201,14,33,47,TOWNSVILLE,THURINGOWA
4670,2,SENIOR UNIT,20/06/2017,3/07/2017,5/07/2017,Public Housing,208,13,2,15,BUNDABERG,BUNDABERG
4670,2,SENIOR UNIT,20/09/2017,29/09/2017,11/10/2017,Public Housing,208,9,12,21,BUNDABERG,BUNDABERG
4670,2,SENIOR UNIT,23/01/2018,31/01/2018,1/02/2018,Public Housing,208,8,1,9,BUNDABERG,BUNDABERG
4670,3,DUAL OCCUPANCY,17/10/2017,1/11/2017,14/11/2017,Public Housing,208,15,13,28,BUNDABERG,BUNDABERG
4879,1,SENIOR UNIT,8/03/2018,20/03/2018,29/03/2018,Public Housing,202,12,9,21,CAIRNS,BARRON RIVER
4178,1,APARTMENT,15/02/2018,2/03/2018,2/03/2018,Public Housing,109,15,0,15,BRISBANE,LYTTON
4178,1,APARTMENT,25/07/2017,7/08/2017,18/08/2017,Public Housing,109,13,11,24,BRISBANE,LYTTON
4178,1,APARTMENT,15/05/2018,11/06/2018,11/06/2018,Public Housing,109,27,0,27,BRISBANE,LYTTON
4068,3,DETACHED HOUSE,6/12/2017,18/12/2017,21/12/2017,Public Housing,104,12,3,15,BRISBANE,MILLER
4006,2,APARTMENT,8/06/2018,25/06/2018,25/06/2018,Public Housing,108,17,0,17,BRISBANE,MCCONNEL
4400,3,DETACHED HOUSE,15/03/2018,23/03/2018,9/04/2018,Public Housing,207,8,17,25,TOOWOOMBA,CONDAMINE
4558,1,SENIOR UNIT,3/01/2018,5/02/2018,16/02/2018,Public Housing,205,33,11,44,SUNSHINE COAST,MAROOCHYDORE
4558,1,SENIOR UNIT,28/11/2017,12/12/2017,18/12/2017,Public Housing,205,14,6,20,SUNSHINE COAST,MAROOCHYDORE
4558,1,SENIOR UNIT,25/10/2017,1/11/2017,23/11/2017,Public Housing,205,7,22,29,SUNSHINE COAST,MAROOCHYDORE
4558,1,SENIOR UNIT,1/05/2018,15/05/2018,25/05/2018,Public Housing,205,14,10,24,SUNSHINE COAST,MAROOCHYDORE
4558,1,SENIOR UNIT,1/05/2018,15/05/2018,28/05/2018,Public Housing,205,14,13,27,SUNSHINE COAST,MAROOCHYDORE
4650,3,DETACHED HOUSE,9/10/2017,12/10/2017,12/10/2017,Public Housing,213,3,0,3,FRASER COAST,MARYBOROUGH
4700,2,DUAL OCCUPANCY,20/03/2018,5/04/2018,23/04/2018,Aboriginal and Torres Strait Islander Housing,206,16,18,34,ROCKHAMPTON,ROCKHAMPTON
4032,1,APARTMENT,8/12/2017,22/12/2017,16/01/2018,Public Housing,105,14,25,39,BRISBANE,STAFFORD
4825,3,DETACHED HOUSE,26/04/2018,23/05/2018,25/05/2018,Aboriginal and Torres Strait Islander Housing,209,27,2,29,MOUNT ISA,TRAEGER
4670,4,DETACHED HOUSE,5/12/2017,18/12/2017,18/12/2017,Public Housing,208,13,0,13,BUNDABERG,BUNDABERG
4875,3,CLUSTER HOUSING,23/08/2017,14/09/2017,21/09/2017,Aboriginal and Torres Strait Islander Housing,210,22,7,29,TORRES,COOK
